
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)     Med (ns)    Min (ns)    Max (ns)   StdDev (ns)    Style                                                   Range                                                
     26.8       1213278035      15006     80852.9    40261.0      5980   28824834     354222.1  cuModuleUnload                                  
      7.2        326813808        761    429453.1    21131.0     15220    7729561     892935.0  cuModuleLoadData                                
      6.6        299715836       1020    293839.1   213368.0     32420    1454931     297650.9  cuEventSynchronize                              
      5.1        231143037         56   4127554.2  1824966.0   1032475   11079979    3814656.0  cudaGetDeviceProperties_v2_v12000               
      3.6        162217940        137   1184072.6  1007124.0      3670    9983763    1472832.2  cuMemcpyHtoDAsync_v2                            
      2.8        125057292        163    767222.7     5790.0      4600  111124286    8745398.6  cudaMemGetInfo                                  
      2.4        108276984          6  18046164.0    35485.5      9160  108074862   44104890.2  cudaMemcpy                                      
      2.3        101756102        619    164387.9     2660.0       530   99696621    4007012.9  cudaMemcpyAsync                                 
      1.9         86430362       1031     83831.6     2660.0      1750   82070978    2555991.7  cudaHostAlloc                                   
      1.6         70599334        816     86518.8    96386.5      4870     574178      69546.3  cuMemAlloc_v2                                   
      1.4         61840038        816     75784.4    87111.5      4130     278534      58912.0  cuMemFree_v2                                    
      1.3         60882241       1162     52394.4    17195.0      3160    1507631     216140.0  cudaEventSynchronize                            
      1.3         60592343        286    211861.3     3450.0       240   22306641    1507742.7  cudaFree                                        
      1.1         50252786         52    966399.7  1026464.0    425296    1579123     230998.5  cuMemHostAlloc                                  
      0.9         41328622         44    939286.9     2825.0      2340   41204102    6211315.6  cudaLaunchKernelExC_v11060                      
      0.9         40746427      12402      3285.5     2670.0      1981      56580       2102.3  cuLaunchKernelEx                                
      0.8         38180101       1031     37032.1     7160.0      2310   30281595     942956.6  cudaFreeHost                                    
      0.6         28631535       3648      7848.6     2970.0      2300    9732810     167368.2  cudaLaunchKernel                                
      0.6         26789428        165    162360.2    17020.0     13010    6837438     836313.6  cuMemcpyDtoH_v2                                 
      0.5         20703354         17   1217844.4   185553.0     18290    9983733    2522812.6  cuLibraryUnload                                 
      0.4         17639683         20    881984.2    10415.0      2780   17415730    3891647.5  cudaStreamDestroy                               
      0.4         17348617         52    333627.3   333544.5    173782     763281      85021.4  cuMemFreeHost                                   
      0.3         15628614        122    128103.4    12365.0      2330    1571313     190953.1  cudaMalloc                                      
      0.3         13043282        519     25131.6    13151.0      5470     450356      29054.6  cuStreamSynchronize                             
      0.3         11408470       1584      7202.3     7150.0      1310      58940       5056.2  cuStreamCreate                                  
      0.2          7417829        518     14320.1    12576.0     11161      64161       5687.5  cuMemsetD8Async                                 
      0.2          6911517       1584      4363.3     3980.0      1400      24940       1597.6  cuStreamDestroy_v2                              
      0.1          6307006       1585      3979.2     3800.0      3130      20511       1018.8  cudaMemcpy2DAsync                               
      0.1          5759293          1   5759293.0  5759293.0   5759293    5759293          0.0  cudaMallocAsync_v11020                          
      0.1          5747606       1424      4036.2     2005.0       350    1540372      40890.3  cudaMemsetAsync                                 
      0.1          4196305       1086      3864.0     3640.0      2270      40340       1751.1  cuLaunchKernel                                  
      0.1          4177594       2458      1699.6     1640.0       290      12321        690.8  cudaEventRecord                                 
      0.1          4069635       2040      1994.9     1590.0      1330       9600        822.9  cuEventRecord                                   
      0.1          3356678       1082      3102.3     3050.0       990      31850       1618.4  cudaFreeAsync_v11020                            
      0.1          3262884         46     70932.3    61911.0     22060     121391      34085.4  cuMemGetInfo_v2                                 
      0.1          2909191        133     21873.6     1630.0      1220     308244      44455.3  cudaStreamCreateWithPriority                    
      0.1          2582192         46     56134.6    57691.0     13810     161663      19882.9  cuMemsetD8_v2                                   
      0.0          2170560       1082      2006.1     1350.0       800     267164       9245.0  cudaMallocFromPoolAsync_v11020                  
      0.0          1546533         59     26212.4     5060.0      1140    1070925     138527.4  cudaStreamSynchronize                           
      0.0          1261349          4    315337.3   311544.5       460     637800     363630.3  cuLibraryGetGlobal                              
      0.0          1254806       5868       213.8      150.0        60       7910        242.4  cuGetProcAddress_v2                             
      0.0          1234057       1703       724.6      310.0       120      15980        885.4  cuEventCreate                                   
      0.0           562190         15     37479.3    26361.0      2871     213943      52547.8  cudaStreamCreate                                
      0.0           544101         66      8244.0     3310.0      2590      27750       6974.8  cudaMemset                                      
      0.0           471649       1703       277.0      180.0        70       3140        259.1  cuEventDestroy_v2                               
      0.0           466899          4    116724.8   127992.5     53341     157573      50563.4  cuMemSetAccess                                  
      0.0           466386          4    116596.5   116886.5     31450     201163      82818.3  cuMemUnmap                                      
      0.0           451566          5     90313.2    66161.0     14800     258314      96352.1  cuMemCreate                                     
      0.0           420514        759       554.0      250.0       170       8940        975.7  cudaEventCreateWithFlags                        
      0.0           376166          1    376166.0   376166.0    376166     376166          0.0  cudaMemPoolTrimTo_v11020                        
      0.0           324109       1092       296.8      260.0       110       1180        131.4  cuCtxSetCurrent                                 
      0.0           314667       1167       269.6      210.0       160       3470        216.0  cudaStreamIsCapturing_v10000                    
      0.0           227431        759       299.6      240.0       160       5300        290.9  cudaEventDestroy                                
      0.0           188643          4     47160.8    49155.5     23081      67251      19414.0  cuMemRelease                                    
      0.0           155182        167       929.2      720.0       380       7930        764.1  cudaStreamWaitEvent                             
      0.0           151842         74      2051.9      805.0       460      20431       3637.0  cuMemRetainAllocationHandle                     
      0.0           141951          2     70975.5    70975.5     58120      83831      18180.4  cuLibraryLoadData                               
      0.0           137501          6     22916.8    10990.0       790      92581      34471.6  cuCtxSetFlags                                   
      0.0           120324        206       584.1      310.0       260       5271        767.6  cudaOccupancyMaxActiveClusters_v11070           
      0.0           112822          2     56411.0    56411.0     55851      56971        792.0  cuKernelSetAttribute                            
      0.0           104862          1    104862.0   104862.0    104862     104862          0.0  cudaMemPoolDestroy_v11020                       
      0.0            75371          4     18842.8    21170.5      3930      29100      10986.3  cuMemAddressReserve                             
      0.0            67991          4     16997.8    18340.5      4010      27300      11499.0  cuMemAddressFree                                
      0.0            66331          1     66331.0    66331.0     66331      66331          0.0  cudaMemPoolCreate_v11020                        
      0.0            57351         11      5213.7     1660.0       840      31320       8956.0  cudaDeviceSynchronize                           
      0.0            46130         20      2306.5     1595.0       750       7470       1837.5  cuInit                                          
      0.0            41920         12      3493.3     3000.0      1430       7020       1782.1  cudaOccupancyAvailableDynamicSMemPerBlock_v10200
      0.0            23650          4      5912.5     6235.0      1670       9510       3652.0  cuMemMap                                        
      0.0             4390         19       231.1      160.0        50        950        255.5  cuModuleGetLoadingMode                          
      0.0             3670          5       734.0      740.0       260       1430        488.1  cuMemGetAllocationGranularity                   
      0.0             2600          1      2600.0     2600.0      2600       2600          0.0  cudaMemPoolSetAttribute_v11020                  
      0.0             1580          4       395.0      375.0       310        520         99.5  cudaGetDriverEntryPoint_v11030                  
      0.0             1350          2       675.0      675.0       140       1210        756.6  cudaMemPoolGetAttribute_v11020                  
      0.0              800          2       400.0      400.0       330        470         99.0  cuLibraryGetKernel                              

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  --------  --------  --------  --------  -----------  ----------------------------------------------------------------------------------------------------
      7.1         25526388        739   34541.8   34048.0     32800     46784       2176.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x128x64_cgasize1x2x1_warpgroupsize2x1x1_execute…
      6.5         23213726       1438   16143.1   16240.0      9920     24769       5549.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_cgasize1x2x1_warpgroupsize1x1x1_fused    
      3.5         12454493       1020   12210.3    3072.0      1824    124322      14255.6  wait_kernel_impl                                                                                    
      3.0         10861468        791   13731.3   12001.0      9664     92609      10026.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x64_warpgroupsize1x1x1_execute_segment_k_off…
      1.6          5581730        704    7928.6    7936.0      6977      8384        214.8  void tensorrt_llm::kernels::mmha::masked_multihead_attention_kernel<__nv_bfloat16, __nv_bfloat16, _…
      1.4          4892603         59   82925.5   77377.0     75937     97314       7436.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize1x2x1_warpgroupsize1x1x1_fused     
      1.3          4620763       1386    3333.9    3296.0      2752      4577        283.2  __myl_CastMulMeanAddSqrtDivMulCastMul_0x3bb14a15beea94692848d2fc74dcf499_vec                        
      1.1          3801036        104   36548.4   29536.0     15072    104321      25897.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execu…
      1.0          3566668         91   39194.2   31904.0     14977    102593      25878.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_stage3_warpsize2x2x1_tensor16x8x16_execu…
      1.0          3411498         65   52484.6   29536.0     18048    108385      37879.3  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.9          3243274         78   41580.4   32928.0     14944    108898      29972.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_stage4_warpsize4x1x1_tensor16x8x16_execu…
      0.9          3142503        131   23988.6   19105.0      9472     90401      21993.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.8          3012485         65   46345.9   32321.0     14720    129538      39599.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x32_cgasize4x4x1_warpgroupsize1x1x1_execute_s…
      0.8          2987940         65   45968.3   31649.0     14593    131170      39514.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x32_cgasize4x4x1_warpgroupsize1x1x1_execute_s…
      0.8          2981603         52   57338.5   45632.5     20513    124738      40473.9  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_execu…
      0.8          2876387         52   55315.1   48080.5     15200    118817      35509.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize96x64x32_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.8          2865666         52   55109.0   38241.0     19360    127138      40782.6  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_execu…
      0.8          2797409         65   43037.1   37313.0     16160    110977      31264.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.8          2779487         52   53451.7   45664.0     12193    119745      38175.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize96x64x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.8          2735777         24  113990.7  113201.0    112098    124322       3194.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize4x4x1_warpgroupsize1x1x1_fused     
      0.8          2725564         65   41931.8   33121.0     15040    113890      34518.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_of…
      0.7          2657373         65   40882.7   19392.0      9888    126658      43675.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2648128         65   40740.4   19424.0      9792    127010      43862.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2639868         65   40613.4   35745.0     15648     95201      26363.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_s…
      0.7          2622365         65   40344.1   35328.0     15680     94177      26800.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_s…
      0.7          2587965         65   39814.8   33248.0     15104    104290      31329.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x32_warpgroupsize1x1x1_execute_segment_k_of…
      0.7          2582879         65   39736.6   33441.0     14816    105185      29522.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.7          2581435         65   39714.4   33152.0     14848    100225      29050.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.7          2566977         65   39492.0   33313.0     14976     98466      28427.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.7          2557599         65   39347.7   32865.0     14785    101409      29333.9  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x32_cgasize1x2x1_warpgroupsize1x1x1_execute…
      0.7          2557118         26   98350.7   97857.5     96897    103553       1721.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_fused  
      0.7          2555681         65   39318.2   33664.0     15328    102881      28967.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x64_cgasize4x1x1_warpgroupsize1x1x1_execute_…
      0.7          2536704         65   39026.2   33313.0     15104    100930      28512.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x64_cgasize1x4x1_warpgroupsize1x1x1_execute_…
      0.7          2531871         65   38951.9   22944.0     10624    107649      34042.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.7          2523068         65   38816.4   33697.0     15456     98529      28293.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_of…
      0.7          2518754         65   38750.1   22784.0     10848    116833      35746.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_cgasize4x4x1_warpgroupsize1x1x1_execute_s…
      0.7          2516222         65   38711.1   33121.0     15072     96097      27594.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2513855         65   38674.7   33056.0     14944     99329      28482.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_cgasize1x2x1_warpgroupsize1x1x1_execute…
      0.7          2503900         65   38521.5   33409.0     15168     99041      28346.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_cgasize2x2x1_warpgroupsize1x1x1_execute…
      0.7          2496222         65   38403.4   33089.0     14944     99266      28350.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x32_cgasize4x1x1_warpgroupsize1x1x1_execute_…
      0.7          2495995         65   38399.9   33505.0     15200    102305      27693.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_warpgroupsize1x1x1_execute_segment_k_of…
      0.7          2490366         65   38313.3   33409.0     15200     95074      27172.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2487743         65   38273.0   33313.0     15104     92097      27232.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2487132         65   38263.6   33056.0     14816     94977      27722.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x32_cgasize1x2x1_warpgroupsize1x1x1_execute…
      0.7          2486268         65   38250.3   32928.0     14880    100033      27889.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_cgasize2x1x1_warpgroupsize1x1x1_execute…
      0.7          2486046         65   38246.9   32960.0     14720     98209      27992.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x32_cgasize4x1x1_warpgroupsize1x1x1_execute_…
      0.7          2483323         65   38205.0   33024.0     14944     97569      28042.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_cgasize2x1x1_warpgroupsize1x1x1_execute…
      0.7          2477146         65   38109.9   33536.0     15296     92417      26625.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x256x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.7          2472508         65   38038.6   33280.0     14944     95457      27408.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x128x64_cgasize1x2x1_warpgroupsize1x1x1_execute…
      0.7          2472252         65   38034.6   33313.0     15136     96929      27387.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x128x64_cgasize2x2x1_warpgroupsize1x1x1_execute…
      0.7          2462396         65   37883.0   30432.0     13728     91713      27082.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_s…
      0.7          2445664         63   38820.1   33344.0     15136    100002      28701.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x256x64_cgasize4x1x1_warpgroupsize1x1x1_execute_…
      0.7          2433629         65   37440.4   30465.0     13633     90178      26314.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_s…
      0.7          2411994         63   38285.6   22848.0     10784    111554      34090.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize4x4x1_warpgroupsize1x1x1_execute_s…
      0.7          2399356         39   61521.9   38145.0     15584    138977      48924.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize96x64x32_stage3_warpsize2x2x1_tensor16x8x16_execut…
      0.7          2376926         39   60946.8   37633.0     15648    142594      48875.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize96x64x32_stage3_warpsize2x2x1_tensor16x8x16_execut…
      0.7          2354203         65   36218.5   20288.0      9856    113089      34850.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x32_cgasize2x4x1_warpgroupsize1x1x1_execute_…
      0.6          2320507         65   35700.1   20256.0      9920    105345      33509.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x32_cgasize2x4x1_warpgroupsize1x1x1_execute_…
      0.6          2315708         65   35626.3   20352.0      9568     97985      31432.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2301755         52   44264.5   28848.0     15808    114593      36536.5  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x32_stage3_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2298012         52   44192.5   28352.5     16384    114369      35884.9  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x96x32_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2296444         65   35329.9   25632.0     11776     92833      27668.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_cgasize2x2x1_warpgroupsize1x1x1_execute_s…
      0.6          2287324         52   43987.0   31552.0     18145    103905      31564.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execu…
      0.6          2283415         65   35129.5   19137.0      9664    106305      32937.5  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x64_cgasize4x2x1_warpgroupsize1x1x1_execute_…
      0.6          2276667         65   35025.6   19072.0      9696    106369      32851.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x64_cgasize2x4x1_warpgroupsize1x1x1_execute_…
      0.6          2265054         65   34847.0   25536.0     11776     91041      27297.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize2x2x1_warpgroupsize1x1x1_execute_s…
      0.6          2252347         52   43314.4   31008.0     17856    103746      31262.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execu…
      0.6          2245336         65   34543.6   19872.0      9537     92417      29633.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2230267         52   42889.8   26209.0     14944    114561      36699.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x32_cgasize1x4x1_warpgroupsize1x1x1_execute_…
      0.6          2225275         52   42793.8   27264.5     15520    109569      35650.8  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x128_stage2_warpsize4x1x1_tensor16x8x16_exec…
      0.6          2222619         65   34194.1   22592.0     10624     93569      28607.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.6          2216982         65   34107.4   19105.0      9632    102753      31247.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_cgasize2x4x1_warpgroupsize1x1x1_execute_…
      0.6          2209530         63   35071.9   21664.0     10432    101601      30983.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2209274         52   42486.0   29760.0     17152     98786      31387.0  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execu…
      0.6          2198875         65   33828.8   19521.0      9664     96865      29809.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x32_warpgroupsize1x1x1_execute_segment_k_off…
      0.6          2196539         52   42241.1   29760.5     17184    100449      30925.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execu…
      0.6          2193402         65   33744.6   20320.0      9792     94273      28656.2  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2167511         65   33346.3   20416.0      9856     91969      28272.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x64x32_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2154811         61   35324.8   19041.0      9632    102945      31822.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x128x64_cgasize4x2x1_warpgroupsize1x1x1_execute_…
      0.6          2148057         52   41308.8   26096.0     15104    111137      34245.4  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x32_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2146615         65   33024.8   19328.0      9792     91713      28608.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x128x64_warpgroupsize1x1x1_execute_segment_k_off…
      0.6          2144697         52   41244.2   25616.0     14944    102402      34275.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x32_cgasize1x4x1_warpgroupsize1x1x1_execute_…
      0.6          2138806         65   32904.7   19168.0      9440     92865      28645.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.6          2122553         52   40818.3   26672.0     15104    102465      32660.8  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize256x64x64_cgasize1x4x1_warpgroupsize1x1x1_execute_…
      0.6          2120760        726    2921.2    2880.0      2336      4416        312.7  __myl_SiluMul_0x9fddb95a24a82e1cfdccf01a7015262f_vec                                                
      0.6          2115929         39   54254.6   35713.0     15008    120130      41845.6  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize96x64x32_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2089146         39   53567.8   35713.0     14976    119842      40974.9  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize96x64x32_stage5_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2087287         52   40140.1   26080.0     15168    101889      32273.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x32_stage5_warpsize2x2x1_tensor16x8x16_execut…
      0.6          2026777         52   38976.5   24881.0     14176     98817      31982.2  sm80_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x96x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.5          1944406         52   37392.4   23552.0     13120     97121      31634.7  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_cgasize1x1x1_warpgroupsize1x1x1_execute_s…
      0.5          1898485         41   46304.5   18336.0     18017    111105      37583.1  sm80_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execut…
      0.5          1872278         52   36005.3   23568.0     13312     91169      28857.4  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_cgasize1x1x1_warpgroupsize1x1x1_execute_s…
      0.5          1782103       1400    1272.9    1184.0      1152      1664        165.9  void genericReformat::copyVectorizedKernel<double, int, int, (bool)1, (bool)0, (int)1>(unsigned int…
      0.5          1777654         52   34185.7   19536.5     12096     93025      30889.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize64x64x64_warpgroupsize1x1x1_execute_segment_k_off_…
      0.5          1761045         52   33866.3   19456.5     12128     91329      30319.6  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x64x64_warpgroupsize1x1x1_execute_segment_k_off_…
      0.5          1690357         26   65013.7   65568.5     33632    100577      31201.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_nn_n_tilesize128x256x32_warpgroupsize2x1x1_execute_segment_k_of…
      0.5          1639504         39   42038.6   16800.0     15392     98337      36690.0  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize64x32x64_cgasize1x1x1_warpgroupsize1x1x1_execute_s…
      0.4          1593010         54   29500.2   33120.0     14976    128609      22212.3  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize256x64x64_cgasize1x2x1_warpgroupsize1x1x1_execute_…
      0.4          1497131        848    1765.5    1696.0      1600      2368        196.2  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.4          1446127         39   37080.2   13280.0     12832     92098      34240.1  sm90_xmma_gemm_bf16bf16_bf16f32_f32_tn_n_tilesize128x32x64_cgasize1x1x1_warpgroupsize1x1x1_execute_…
